"sender","subject","keywords","has_url","has_attachment","timestamp","label"
"info@outlook.com","Meeting Reminder: 2 PM Today","invoice details","1","0","2025-01-01 06:03","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","1","0","2025-03-15 05:20","phishing"
"team@trello.com","Password Reset Confirmation","invoice details","0","0","2024-10-22 23:21","legitimate"
"info@outlook.com","Your Monthly Statement","invoice details","0","1","2025-01-04 15:27","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","claim now","1","0","2024-12-19 11:44","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","winner alert","1","1","2024-06-20 22:42","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","win free prize","0","0","2025-02-12 06:48","phishing"
"support@linkedin.com","Project Update from Team","update notification","1","0","2024-12-15 00:19","legitimate"
"noreply@paypa1.com","Claim Your Prize Now!","verify immediately","0","1","2025-02-20 05:04","phishing"
"support@linkedin.com","Password Reset Confirmation","team collaboration","0","1","2024-08-23 03:16","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","crypto bonus","0","1","2024-03-29 07:01","phishing"
"security@bank-alert.com","Update Your Payment Info Immediately","verify immediately","1","1","2025-03-07 01:21","phishing"
"updates@google.com","Meeting Reminder: 2 PM Today","update notification","0","0","2024-07-01 09:33","legitimate"
"john.doe@gmail.com","Project Update from Team","meeting agenda","1","0","2024-09-26 04:31","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","0","1","2025-01-09 04:44","phishing"
"info@outlook.com","Welcome to Our Service!","team collaboration","1","1","2024-07-20 13:49","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-05-23 06:49","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-08-16 18:37","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","crypto bonus","0","1","2024-09-24 00:49","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","winner alert","0","0","2024-10-12 11:00","phishing"
"security@bank-alert.com","Claim Your Prize Now!","winner alert","0","1","2024-07-28 04:22","phishing"
"team@trello.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2024-04-01 07:28","legitimate"
"support@linkedin.com","Welcome to Our Service!","meeting agenda","0","0","2025-01-23 06:46","legitimate"
"john.doe@gmail.com","Password Reset Confirmation","reset instructions","1","0","2024-11-29 16:32","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","claim now","0","0","2024-06-03 15:35","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","winner alert","1","0","2024-04-21 13:35","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","claim now","1","1","2024-12-19 09:27","phishing"
"notifications@github.com","Your Monthly Statement","update notification","0","1","2024-10-07 13:28","legitimate"
"support@linkedin.com","Project Update from Team","invoice details","1","1","2024-07-12 21:13","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","urgent security update","0","0","2024-12-14 15:07","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","0","0","2024-04-14 15:25","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","reset instructions","1","0","2024-06-26 06:19","legitimate"
"notifications@github.com","Your Monthly Statement","team collaboration","0","1","2025-01-02 09:40","legitimate"
"security@bank-alert.com","Urgent: Account Verification Required!","urgent security update","0","0","2025-02-20 12:36","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","claim now","1","0","2024-04-13 10:56","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","claim now","1","0","2024-09-19 02:41","phishing"
"info@outlook.com","Welcome to Our Service!","update notification","0","1","2024-09-22 14:06","legitimate"
"info@outlook.com","Password Reset Confirmation","welcome message","0","1","2024-08-21 04:53","legitimate"
"john.doe@gmail.com","Project Update from Team","invoice details","1","1","2024-06-22 08:32","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","invoice details","1","0","2024-06-22 05:57","legitimate"
"security@bank-alert.com","Urgent: Account Verification Required!","win free prize","0","1","2024-07-31 21:33","phishing"
"team@trello.com","Welcome to Our Service!","team collaboration","0","0","2024-05-24 13:30","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","welcome message","0","0","2024-06-28 13:34","legitimate"
"support@linkedin.com","Password Reset Confirmation","update notification","0","0","2024-05-07 19:49","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","winner alert","0","0","2024-04-28 22:40","phishing"
"team@trello.com","Project Update from Team","team collaboration","0","1","2024-03-20 17:09","legitimate"
"security@bank-alert.com","Urgent: Account Verification Required!","crypto bonus","1","1","2024-03-23 02:06","phishing"
"info@outlook.com","Welcome to Our Service!","invoice details","1","1","2025-01-09 15:02","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","urgent security update","1","1","2025-02-26 17:00","phishing"
"support@linkedin.com","Password Reset Confirmation","meeting agenda","0","1","2024-11-21 11:43","legitimate"
"info@outlook.com","Welcome to Our Service!","meeting agenda","0","0","2025-03-01 14:52","legitimate"
"noreply@paypa1.com","Update Your Payment Info Immediately","urgent security update","0","1","2024-07-22 20:31","phishing"
"support@linkedin.com","Project Update from Team","update notification","1","0","2024-10-06 02:50","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","1","0","2024-07-31 05:10","legitimate"
"info@outlook.com","Your Monthly Statement","welcome message","1","0","2024-11-12 21:57","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-10-12 22:51","legitimate"
"updates@google.com","Your Monthly Statement","meeting agenda","0","0","2024-10-21 14:55","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","verify immediately","0","1","2025-01-02 12:28","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","0","0","2024-05-14 11:17","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","verify immediately","0","1","2025-02-28 12:23","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","win free prize","1","0","2024-09-29 23:52","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","urgent security update","0","1","2024-04-16 09:01","phishing"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","0","1","2024-11-22 00:06","phishing"
"team@trello.com","Your Monthly Statement","welcome message","1","0","2024-10-31 11:55","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","0","0","2025-01-22 08:47","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","winner alert","0","1","2024-08-25 11:34","phishing"
"updates@google.com","Project Update from Team","team collaboration","0","0","2024-11-11 23:36","legitimate"
"john.doe@gmail.com","Project Update from Team","welcome message","1","1","2024-07-13 20:37","legitimate"
"security@bank-alert.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-12-06 10:41","phishing"
"support@linkedin.com","Password Reset Confirmation","welcome message","0","0","2024-04-28 17:22","legitimate"
"support@linkedin.com","Project Update from Team","reset instructions","1","1","2025-02-25 16:22","legitimate"
"alerts@chasebankk.com","Update Your Payment Info Immediately","verify immediately","0","1","2024-05-17 12:26","phishing"
"support@linkedin.com","Project Update from Team","update notification","0","0","2024-11-10 23:40","legitimate"
"support@linkedin.com","Welcome to Our Service!","invoice details","1","0","2024-11-01 18:21","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","1","1","2024-06-25 19:42","phishing"
"updates@google.com","Welcome to Our Service!","reset instructions","1","1","2024-11-19 04:45","legitimate"
"john.doe@gmail.com","Welcome to Our Service!","meeting agenda","0","1","2025-01-23 20:16","legitimate"
"updates@google.com","Project Update from Team","welcome message","1","1","2024-12-15 16:07","legitimate"
"support@linkedin.com","Your Monthly Statement","team collaboration","1","1","2024-10-24 12:29","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2025-01-17 15:36","legitimate"
"notifications@github.com","Welcome to Our Service!","welcome message","1","0","2024-09-20 09:57","legitimate"
"security@bank-alert.com","Urgent: Account Verification Required!","crypto bonus","1","1","2025-02-11 23:23","phishing"
"updates@google.com","Project Update from Team","meeting agenda","1","1","2024-06-12 18:28","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","1","1","2024-08-27 09:12","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-11-14 01:20","phishing"
"updates@google.com","Password Reset Confirmation","team collaboration","1","0","2024-03-15 16:26","legitimate"
"john.doe@gmail.com","Project Update from Team","invoice details","0","0","2024-08-16 02:17","legitimate"
"security@bank-alert.com","Update Your Payment Info Immediately","claim now","1","1","2024-10-28 21:38","phishing"
"notifications@github.com","Password Reset Confirmation","update notification","0","0","2024-06-13 12:20","legitimate"
"notifications@github.com","Project Update from Team","meeting agenda","0","1","2024-03-23 09:49","legitimate"
"support@linkedin.com","Password Reset Confirmation","update notification","1","1","2025-01-16 21:28","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","claim now","1","0","2024-08-14 11:21","phishing"
"team@trello.com","Password Reset Confirmation","meeting agenda","0","1","2024-03-29 03:16","legitimate"
"info@outlook.com","Welcome to Our Service!","reset instructions","1","0","2024-03-18 06:04","legitimate"
"updates@google.com","Meeting Reminder: 2 PM Today","welcome message","1","0","2024-11-19 05:43","legitimate"
"info@outlook.com","Welcome to Our Service!","team collaboration","0","1","2024-11-13 01:53","legitimate"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","1","2024-04-16 23:22","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","0","1","2024-06-03 23:05","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","verify immediately","0","0","2024-06-27 16:53","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","verify immediately","0","0","2024-06-11 22:52","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-11-27 01:02","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","verify immediately","0","1","2024-11-15 06:09","phishing"
"info@outlook.com","Password Reset Confirmation","welcome message","0","0","2024-06-05 13:26","legitimate"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","urgent security update","0","1","2024-04-23 11:20","phishing"
"team@trello.com","Welcome to Our Service!","team collaboration","1","0","2024-06-14 23:11","legitimate"
"notifications@github.com","Password Reset Confirmation","update notification","1","0","2024-03-16 18:40","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","winner alert","1","0","2024-08-04 18:07","phishing"
"team@trello.com","Your Monthly Statement","welcome message","1","1","2024-07-29 21:21","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","verify immediately","1","0","2024-06-15 12:56","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","update notification","1","1","2024-06-30 06:39","legitimate"
"team@trello.com","Welcome to Our Service!","update notification","0","0","2024-09-13 02:09","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","claim now","1","1","2024-12-10 10:21","phishing"
"notifications@github.com","Project Update from Team","invoice details","1","1","2024-04-05 13:29","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","urgent security update","0","0","2024-11-24 08:07","phishing"
"security@bank-alert.com","Security Alert: Suspicious Login","urgent security update","0","1","2024-08-18 20:57","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","winner alert","0","0","2024-09-10 12:46","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","urgent security update","1","1","2024-12-14 23:55","phishing"
"support@linkedin.com","Password Reset Confirmation","welcome message","0","0","2024-09-28 08:17","legitimate"
"updates@google.com","Project Update from Team","reset instructions","1","1","2025-03-01 19:28","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","crypto bonus","0","1","2024-06-04 22:08","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","winner alert","0","0","2024-07-31 13:39","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","winner alert","1","0","2024-09-22 00:05","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","winner alert","1","1","2024-03-17 10:56","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","team collaboration","0","0","2024-12-06 12:08","legitimate"
"team@trello.com","Password Reset Confirmation","team collaboration","0","1","2024-10-24 06:58","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","winner alert","0","0","2025-02-22 07:34","phishing"
"team@trello.com","Project Update from Team","update notification","0","1","2024-07-26 03:05","legitimate"
"info@outlook.com","Welcome to Our Service!","update notification","1","0","2024-05-08 12:40","legitimate"
"security@bank-alert.com","Urgent: Account Verification Required!","winner alert","1","1","2024-10-21 19:08","phishing"
"admin@micros0ft.com","Claim Your Prize Now!","winner alert","0","0","2024-11-22 05:10","phishing"
"security@bank-alert.com","You Won $1000 - Click to Redeem","winner alert","1","0","2024-05-30 16:03","phishing"
"notifications@github.com","Password Reset Confirmation","meeting agenda","0","1","2024-05-03 01:10","legitimate"
"notifications@github.com","Your Monthly Statement","update notification","1","0","2024-06-23 02:49","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","urgent security update","1","1","2024-04-11 03:25","phishing"
"john.doe@gmail.com","Your Monthly Statement","team collaboration","1","0","2025-03-09 15:15","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-07-09 14:04","phishing"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","0","2025-03-02 05:01","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","urgent security update","0","1","2024-04-12 06:41","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","invoice details","1","0","2025-01-09 00:08","legitimate"
"updates@google.com","Project Update from Team","update notification","0","0","2024-05-02 00:23","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","win free prize","1","1","2024-04-27 19:05","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-06-28 00:11","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","verify immediately","0","1","2024-11-03 04:56","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","winner alert","1","1","2024-05-27 05:40","phishing"
"support@linkedin.com","Welcome to Our Service!","team collaboration","0","0","2024-07-22 10:56","legitimate"
"team@trello.com","Your Monthly Statement","welcome message","0","0","2024-04-10 12:14","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","team collaboration","1","0","2024-09-14 03:24","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-06-20 02:40","legitimate"
"support@linkedin.com","Project Update from Team","team collaboration","0","0","2024-07-21 16:25","legitimate"
"updates@google.com","Your Monthly Statement","update notification","1","0","2025-01-03 10:46","legitimate"
"team@trello.com","Your Monthly Statement","meeting agenda","0","1","2024-08-30 22:13","legitimate"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","invoice details","0","0","2024-05-19 18:53","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","win free prize","0","1","2024-03-26 21:12","phishing"
"updates@google.com","Password Reset Confirmation","team collaboration","0","0","2024-09-22 18:08","legitimate"
"support@linkedin.com","Password Reset Confirmation","meeting agenda","0","0","2024-10-20 19:38","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","welcome message","0","0","2024-04-11 23:26","legitimate"
"team@trello.com","Welcome to Our Service!","invoice details","0","0","2024-09-08 10:42","legitimate"
"noreply@paypa1.com","Security Alert: Suspicious Login","urgent security update","0","1","2024-04-18 04:08","phishing"
"noreply@paypa1.com","You Won $1000 - Click to Redeem","claim now","0","1","2025-03-15 03:55","phishing"
"notifications@github.com","Project Update from Team","meeting agenda","1","1","2024-09-19 22:12","legitimate"
"updates@google.com","Welcome to Our Service!","team collaboration","0","1","2025-02-01 09:27","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","winner alert","0","0","2025-01-09 12:41","phishing"
"security@bank-alert.com","Security Alert: Suspicious Login","winner alert","0","0","2024-08-03 17:14","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-07-03 12:18","phishing"
"team@trello.com","Password Reset Confirmation","meeting agenda","0","0","2024-06-27 15:51","legitimate"
"team@trello.com","Welcome to Our Service!","team collaboration","0","0","2024-07-09 00:31","legitimate"
"info@outlook.com","Password Reset Confirmation","update notification","1","0","2024-07-28 04:27","legitimate"
"john.doe@gmail.com","Project Update from Team","update notification","0","1","2024-06-01 01:00","legitimate"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","urgent security update","1","1","2024-12-27 08:54","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","urgent security update","1","0","2024-05-01 06:42","phishing"
"admin@micros0ft.com","Update Your Payment Info Immediately","winner alert","1","0","2024-08-13 17:52","phishing"
"support@amaz0n-deals.com","Claim Your Prize Now!","crypto bonus","0","1","2024-03-26 04:27","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","crypto bonus","1","0","2024-05-31 07:38","phishing"
"alerts@chasebankk.com","Claim Your Prize Now!","win free prize","0","1","2024-05-18 02:42","phishing"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","0","2024-12-01 09:32","legitimate"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","claim now","1","0","2024-07-08 17:23","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","win free prize","0","1","2024-06-11 04:59","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2025-01-19 09:11","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","crypto bonus","0","1","2024-03-29 16:35","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","urgent security update","0","1","2024-05-20 14:47","phishing"
"support@linkedin.com","Welcome to Our Service!","invoice details","1","0","2024-03-31 00:13","legitimate"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","winner alert","0","1","2025-02-07 07:19","phishing"
"team@trello.com","Password Reset Confirmation","welcome message","1","0","2025-01-22 03:14","legitimate"
"team@trello.com","Your Monthly Statement","invoice details","1","1","2024-11-01 23:29","legitimate"
"updates@google.com","Welcome to Our Service!","team collaboration","0","1","2024-09-22 11:56","legitimate"
"notifications@github.com","Your Monthly Statement","team collaboration","0","1","2024-09-17 01:36","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","urgent security update","1","0","2024-11-02 16:51","phishing"
"support@linkedin.com","Password Reset Confirmation","reset instructions","1","1","2025-02-26 09:29","legitimate"
"unknown@suspicious.com","Update Your Payment Info Immediately","winner alert","0","1","2024-09-09 23:11","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","urgent security update","0","1","2024-05-30 14:36","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","win free prize","0","1","2024-09-16 18:19","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","claim now","0","0","2024-11-04 14:27","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","urgent security update","0","0","2024-09-30 09:56","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","verify immediately","1","0","2024-07-02 07:22","phishing"
"noreply@paypa1.com","Claim Your Prize Now!","crypto bonus","0","0","2024-03-29 21:06","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","1","1","2024-08-03 22:29","phishing"
"support@linkedin.com","Your Monthly Statement","team collaboration","0","1","2024-07-23 12:48","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","claim now","0","0","2024-06-15 22:10","phishing"
"support@linkedin.com","Your Monthly Statement","team collaboration","1","0","2025-01-18 22:27","legitimate"
"support@linkedin.com","Welcome to Our Service!","invoice details","0","1","2024-05-01 00:00","legitimate"
"admin@micros0ft.com","Urgent: Account Verification Required!","verify immediately","1","0","2024-10-12 18:10","phishing"
"noreply@paypa1.com","Urgent: Account Verification Required!","crypto bonus","1","1","2024-05-20 08:44","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","crypto bonus","1","1","2025-03-11 05:07","phishing"
"john.doe@gmail.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-04-05 23:44","legitimate"
"team@trello.com","Your Monthly Statement","invoice details","1","1","2024-04-09 03:01","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","claim now","0","1","2024-07-12 12:08","phishing"
"unknown@suspicious.com","Security Alert: Suspicious Login","verify immediately","1","0","2024-08-28 13:20","phishing"
"john.doe@gmail.com","Password Reset Confirmation","update notification","1","0","2024-07-16 09:25","legitimate"
"updates@google.com","Your Monthly Statement","welcome message","1","0","2024-08-07 21:36","legitimate"
"team@trello.com","Password Reset Confirmation","update notification","1","1","2024-04-20 22:03","legitimate"
"team@trello.com","Project Update from Team","welcome message","1","0","2024-06-11 15:16","legitimate"
"unknown@suspicious.com","Claim Your Prize Now!","winner alert","1","1","2024-10-05 11:14","phishing"
"info@outlook.com","Project Update from Team","team collaboration","0","1","2024-05-08 09:41","legitimate"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","win free prize","0","1","2024-11-30 17:09","phishing"
"support@linkedin.com","Password Reset Confirmation","team collaboration","1","0","2024-12-07 18:50","legitimate"
"john.doe@gmail.com","Password Reset Confirmation","team collaboration","1","1","2024-05-14 13:06","legitimate"
"admin@micros0ft.com","Claim Your Prize Now!","urgent security update","0","1","2024-06-06 22:30","phishing"
"admin@micros0ft.com","You Won $1000 - Click to Redeem","winner alert","0","1","2024-06-20 20:42","phishing"
"unknown@suspicious.com","Urgent: Account Verification Required!","claim now","0","1","2024-09-10 15:26","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","win free prize","0","1","2024-04-15 05:41","phishing"
"alerts@chasebankk.com","Update Your Payment Info Immediately","win free prize","1","1","2024-07-28 22:44","phishing"
"noreply@paypa1.com","Security Alert: Suspicious Login","crypto bonus","1","0","2024-09-17 15:21","phishing"
"team@trello.com","Project Update from Team","team collaboration","0","0","2024-10-02 03:31","legitimate"
"team@trello.com","Your Monthly Statement","update notification","0","1","2024-05-02 04:34","legitimate"
"team@trello.com","Project Update from Team","meeting agenda","0","1","2025-02-09 06:55","legitimate"
"updates@google.com","Welcome to Our Service!","reset instructions","1","1","2024-04-01 20:55","legitimate"
"support@amaz0n-deals.com","Update Your Payment Info Immediately","verify immediately","0","1","2025-02-07 04:53","phishing"
"support@amaz0n-deals.com","Security Alert: Suspicious Login","winner alert","0","0","2024-09-04 22:58","phishing"
"noreply@paypa1.com","Update Your Payment Info Immediately","winner alert","1","1","2024-09-15 03:32","phishing"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","crypto bonus","0","1","2025-01-04 23:01","phishing"
"john.doe@gmail.com","Password Reset Confirmation","welcome message","0","0","2025-03-05 14:09","legitimate"
"support@linkedin.com","Your Monthly Statement","meeting agenda","1","0","2024-12-10 05:39","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","crypto bonus","0","1","2025-02-10 10:28","phishing"
"john.doe@gmail.com","Welcome to Our Service!","welcome message","1","1","2024-03-30 11:37","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","winner alert","0","0","2024-10-09 10:03","phishing"
"notifications@github.com","Your Monthly Statement","welcome message","1","0","2024-04-08 00:44","legitimate"
"updates@google.com","Project Update from Team","reset instructions","1","1","2024-08-06 08:50","legitimate"
"unknown@suspicious.com","Security Alert: Suspicious Login","claim now","0","0","2024-07-19 03:22","phishing"
"admin@micros0ft.com","Security Alert: Suspicious Login","winner alert","0","1","2025-01-24 09:11","phishing"
"alerts@chasebankk.com","Security Alert: Suspicious Login","win free prize","0","1","2025-01-22 14:08","phishing"
"notifications@github.com","Password Reset Confirmation","invoice details","0","1","2025-03-02 12:58","legitimate"
"updates@google.com","Password Reset Confirmation","reset instructions","1","0","2024-05-26 04:52","legitimate"
"security@bank-alert.com","You Won $1000 - Click to Redeem","urgent security update","1","0","2024-05-11 02:13","phishing"
"support@linkedin.com","Welcome to Our Service!","welcome message","0","1","2024-07-24 12:51","legitimate"
"info@outlook.com","Welcome to Our Service!","team collaboration","1","1","2024-12-03 03:07","legitimate"
"admin@micros0ft.com","Update Your Payment Info Immediately","claim now","1","0","2024-05-31 22:37","phishing"
"security@bank-alert.com","Claim Your Prize Now!","win free prize","1","1","2024-06-07 20:37","phishing"
"alerts@chasebankk.com","Urgent: Account Verification Required!","urgent security update","0","1","2024-12-15 11:09","phishing"
"unknown@suspicious.com","You Won $1000 - Click to Redeem","crypto bonus","0","0","2024-11-01 21:48","phishing"
"notifications@github.com","Welcome to Our Service!","welcome message","0","0","2024-11-06 00:28","legitimate"
"support@linkedin.com","Your Monthly Statement","reset instructions","0","1","2024-04-08 11:15","legitimate"
"support@amaz0n-deals.com","You Won $1000 - Click to Redeem","winner alert","1","1","2025-02-15 21:21","phishing"
"team@trello.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-10-04 12:59","legitimate"
"info@outlook.com","Your Monthly Statement","welcome message","0","0","2024-05-29 07:41","legitimate"
"info@outlook.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2024-07-05 06:02","legitimate"
"updates@google.com","Password Reset Confirmation","team collaboration","1","0","2025-01-23 06:16","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","meeting agenda","0","0","2025-01-31 04:57","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","reset instructions","1","1","2024-09-16 01:06","legitimate"
"info@outlook.com","Welcome to Our Service!","update notification","0","0","2025-02-10 18:50","legitimate"
"unknown@suspicious.com","Urgent: Account Verification Required!","urgent security update","0","1","2025-01-16 00:44","phishing"
"security@bank-alert.com","Claim Your Prize Now!","winner alert","0","1","2025-01-03 16:55","phishing"
"notifications@github.com","Welcome to Our Service!","team collaboration","1","0","2024-06-24 05:20","legitimate"
"support@amaz0n-deals.com","Urgent: Account Verification Required!","crypto bonus","1","1","2024-07-05 07:38","phishing"
"security@bank-alert.com","Claim Your Prize Now!","crypto bonus","0","0","2024-10-09 23:13","phishing"
"john.doe@gmail.com","Welcome to Our Service!","reset instructions","1","1","2024-10-10 21:54","legitimate"
"updates@google.com","Project Update from Team","update notification","1","1","2024-12-24 19:34","legitimate"
"alerts@chasebankk.com","Urgent: Account Verification Required!","claim now","0","1","2024-11-26 00:04","phishing"
"support@linkedin.com","Welcome to Our Service!","update notification","0","0","2024-09-16 08:26","legitimate"
"john.doe@gmail.com","Password Reset Confirmation","update notification","1","0","2025-02-23 00:00","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","0","1","2025-02-19 02:20","legitimate"
"updates@google.com","Your Monthly Statement","welcome message","1","1","2025-01-21 16:08","legitimate"
"noreply@paypa1.com","Claim Your Prize Now!","win free prize","1","1","2025-01-08 15:20","phishing"
"security@bank-alert.com","Urgent: Account Verification Required!","claim now","1","1","2024-12-23 11:23","phishing"
"alerts@chasebankk.com","You Won $1000 - Click to Redeem","winner alert","0","0","2024-12-08 14:16","phishing"
"info@outlook.com","Welcome to Our Service!","update notification","1","0","2025-03-07 13:37","legitimate"
"support@linkedin.com","Meeting Reminder: 2 PM Today","invoice details","1","1","2024-09-13 07:32","legitimate"
"john.doe@gmail.com","Project Update from Team","update notification","1","0","2024-07-31 11:17","legitimate"
"alerts@chasebankk.com","Claim Your Prize Now!","crypto bonus","0","0","2024-07-23 20:35","phishing"
"info@outlook.com","Password Reset Confirmation","welcome message","1","0","2024-06-09 06:42","legitimate"
"noreply@paypa1.com","Urgent: Account Verification Required!","crypto bonus","0","0","2024-05-02 15:58","phishing"
"admin@micros0ft.com","Urgent: Account Verification Required!","winner alert","0","1","2024-08-30 14:35","phishing"
"notifications@github.com","Welcome to Our Service!","update notification","0","1","2024-07-10 03:36","legitimate"
